Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Discount
3068,CA-2017-106859,31/05/2022,17/06/2022,Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,87105,West,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,45.36,7,21.7728,1.49
3069,CA-2017-106859,01/11/2019,19/11/2019,Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,87105,West,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,288.24,6,138.3552,8.61
3070,US-2017-120089,26/12/2023,18/01/2024,Same Day,ML-17755,Max Ludwig,Home Office,United States,Toledo,Ohio,43615,East,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,663.936,4,82.992,10.79
3071,CA-2014-119375,30/04/2020,09/05/2020,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Newark,Delaware,19711,East,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,2934.33,7,792.2691,110.23
3072,CA-2014-119375,16/01/2024,24/01/2024,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Newark,Delaware,19711,East,FUR-FU-10002379,Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,124.41,3,14.9292,3.42
3073,CA-2014-119375,23/10/2024,08/11/2024,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Newark,Delaware,19711,East,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,57.75,5,26.565,1.25
3074,CA-2016-125206,12/02/2022,04/03/2022,First Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,114.46,2,28.615,6.53
3075,CA-2015-126137,25/12/2019,09/01/2020,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Los Angeles,California,90032,West,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",120.666,2,18.4548,6.74
3076,CA-2014-143903,16/07/2021,26/07/2021,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Dallas,Texas,75217,Central,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,342.864,3,38.5722,2.49
3077,CA-2014-143903,27/02/2022,11/03/2022,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Dallas,Texas,75217,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,5,-14.229,1.04
3078,CA-2014-143903,05/11/2023,10/11/2023,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Dallas,Texas,75217,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,981.372,2,-140.196,5.55
3079,CA-2014-104780,25/11/2023,02/12/2023,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,San Diego,California,92037,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,31.84,8,10.5072,0.13
3080,CA-2017-101182,11/09/2019,05/10/2019,First Class,KB-16405,Katrina Bavinger,Home Office,United States,Apple Valley,California,92307,West,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,12.96,2,6.2208,0.4
3081,CA-2017-101182,13/02/2020,23/02/2020,First Class,KB-16405,Katrina Bavinger,Home Office,United States,Apple Valley,California,92307,West,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,43.176,3,15.1116,0.57
3082,US-2017-132297,15/01/2023,28/01/2023,Standard Class,DW-13480,Dianna Wilson,Home Office,United States,Louisville,Kentucky,40214,South,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,58.34,2,28.0032,0.74
3083,US-2017-132297,22/08/2022,15/09/2022,Standard Class,DW-13480,Dianna Wilson,Home Office,United States,Louisville,Kentucky,40214,South,TEC-PH-10002834,Technology,Phones,Google Nexus 5,539.97,3,134.9925,14.24
3084,CA-2014-100328,12/05/2020,18/05/2020,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3.928,1,1.3257,0.01
3085,CA-2017-118773,11/04/2021,18/04/2021,Standard Class,TP-21415,Tom Prescott,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,252.784,4,-417.0936,13.57
3086,CA-2017-118773,18/03/2024,03/04/2024,Standard Class,TP-21415,Tom Prescott,Consumer,United States,Houston,Texas,77070,Central,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,127.984,2,15.998,1.42
3087,CA-2017-118773,01/12/2024,24/12/2024,Standard Class,TP-21415,Tom Prescott,Consumer,United States,Houston,Texas,77070,Central,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,3.984,2,-2.6892,0.51
3088,CA-2017-118773,29/03/2020,21/04/2020,Standard Class,TP-21415,Tom Prescott,Consumer,United States,Houston,Texas,77070,Central,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,12.992,2,-32.48,1.66
3089,US-2017-159205,13/12/2024,01/01/2025,Second Class,DB-12910,Daniel Byrd,Home Office,United States,Henderson,Kentucky,42420,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,61,5,25.62,1.94
3090,US-2017-159205,03/10/2020,18/10/2020,Second Class,DB-12910,Daniel Byrd,Home Office,United States,Henderson,Kentucky,42420,South,TEC-PH-10000526,Technology,Phones,Vtech CS6719,671.93,7,188.1404,28.1
3091,CA-2016-112123,05/05/2024,28/05/2024,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,19711,East,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,447.86,7,219.4514,11.57
3092,CA-2016-112123,25/04/2021,06/05/2021,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,19711,East,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,479.95,5,129.5865,30.3
3093,CA-2016-112123,02/04/2020,05/04/2020,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,19711,East,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,166.44,3,79.8912,1.59
3094,CA-2015-114468,21/07/2021,07/08/2021,Same Day,TD-20995,Tamara Dahlen,Consumer,United States,Bolingbrook,Illinois,60440,Central,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,31.68,4,2.772,0.21
3095,CA-2015-114468,19/03/2025,23/03/2025,Same Day,TD-20995,Tamara Dahlen,Consumer,United States,Bolingbrook,Illinois,60440,Central,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,10.368,2,3.6288,0.02
3096,CA-2015-114468,26/02/2023,02/03/2023,Same Day,TD-20995,Tamara Dahlen,Consumer,United States,Bolingbrook,Illinois,60440,Central,OFF-FA-10003021,Office Supplies,Fasteners,Staples,12.032,8,2.256,0.57
3097,CA-2015-114468,07/12/2020,28/12/2020,Same Day,TD-20995,Tamara Dahlen,Consumer,United States,Bolingbrook,Illinois,60440,Central,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,5.768,2,-13.5548,1.36
3098,CA-2017-135692,22/09/2021,10/10/2021,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",33.12,4,11.592,1.78
3099,CA-2017-135692,14/08/2021,01/09/2021,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Fort Worth,Texas,76106,Central,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,220.2656,4,-42.1096,15.18
3100,CA-2017-131233,28/08/2023,13/09/2023,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,10.776,3,3.5022,0.12
3101,CA-2017-131233,19/11/2024,27/11/2024,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,New York City,New York,10024,East,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",242.352,3,9.0882,7.92
3102,CA-2017-119578,10/10/2023,17/10/2023,Second Class,JG-15310,Jason Gross,Corporate,United States,Providence,Rhode Island,2908,East,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,695.16,6,34.758,4.74
3103,CA-2017-119578,10/10/2021,18/10/2021,Second Class,JG-15310,Jason Gross,Corporate,United States,Providence,Rhode Island,2908,East,FUR-BO-10003660,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",220.98,1,50.8254,3.82
3104,CA-2016-124562,14/07/2025,24/07/2025,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Ohio,43229,East,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",12.957,7,-9.5018,0.58
3105,US-2017-140074,13/10/2023,19/10/2023,Standard Class,EC-14050,Erin Creighton,Consumer,United States,New York City,New York,10024,East,OFF-PA-10002741,Office Supplies,Paper,Xerox 1980,25.68,6,11.556,1.2
3106,CA-2016-103037,03/03/2019,13/03/2019,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Houston,Texas,77070,Central,OFF-LA-10004345,Office Supplies,Labels,Avery 493,15.712,4,5.6956,0.46
3107,CA-2017-127460,12/04/2024,04/05/2024,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Aurora,Illinois,60505,Central,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",298.464,6,26.1156,21.33
3108,CA-2016-121671,08/04/2024,03/05/2024,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,21.93,3,10.0878,0.52
3109,CA-2016-121671,10/03/2025,16/03/2025,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3,4.8588,8.16
3110,CA-2016-121671,19/10/2020,08/11/2020,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",7.64,1,3.7436,0.17
3111,CA-2016-121671,16/05/2025,25/05/2025,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,51.84,8,25.4016,1.53
3112,CA-2016-121671,22/01/2020,29/01/2020,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,265.17,1,47.7306,9.77
3113,CA-2016-150350,23/03/2021,07/04/2021,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,98105,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,837.6,3,62.82,6.65
3114,CA-2016-150350,27/01/2024,17/02/2024,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,98105,West,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",135.9,5,63.873,1.27
3115,CA-2016-150350,29/03/2022,01/04/2022,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,34.68,6,16.9932,1.26
3116,CA-2016-150350,11/04/2021,19/04/2021,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,98105,West,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,532.704,6,-39.9528,50.54
3117,CA-2016-150350,02/07/2022,23/07/2022,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,98105,West,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",43.1,5,11.206,0.85
3118,CA-2016-150350,04/09/2024,22/09/2024,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,98105,West,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,4,0.1588,1.05
3119,CA-2015-121720,19/09/2021,04/10/2021,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1123.92,5,-182.637,2.95
3120,CA-2015-121720,25/03/2023,01/04/2023,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,TEC-PH-10002496,Technology,Phones,Cisco SPA301,249.584,2,31.198,7.04
3121,CA-2015-121720,02/04/2025,27/04/2025,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",48.672,3,7.3008,2.81
3122,CA-2015-121720,09/08/2021,22/08/2021,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",60.768,2,7.596,2.8
3123,CA-2015-121720,04/01/2019,15/01/2019,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.6,5,-62.88,7.37
3124,CA-2015-121720,13/03/2021,27/03/2021,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,3.768,2,-3.14,0.27
3125,CA-2015-121720,21/10/2022,04/11/2022,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1036.624,2,51.8312,31.14
3126,CA-2015-121720,07/07/2023,15/07/2023,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,563.808,4,21.1428,19.53
3127,CA-2017-149895,14/03/2024,20/03/2024,Standard Class,EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,258.528,2,-47.3968,6.67
3128,CA-2017-147564,31/03/2022,16/04/2022,Standard Class,BP-11155,Becky Pak,Consumer,United States,New York City,New York,10011,East,OFF-PA-10004438,Office Supplies,Paper,Xerox 1907,49.12,4,23.0864,0.6
3129,CA-2014-136399,21/06/2025,05/07/2025,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,14.6718,0.91
3130,CA-2014-136399,03/08/2024,05/08/2024,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,2,18.1176,21.23
3131,CA-2014-136399,13/06/2022,27/06/2022,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,395,5,39.5,20.41
3132,CA-2014-136399,05/11/2020,10/11/2020,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,627.168,4,70.5564,46.59
3133,CA-2014-107916,14/03/2022,01/04/2022,First Class,JP-15460,Jennifer Patt,Corporate,United States,Oceanside,New York,11572,East,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28,2,6.3744,0.01
3134,CA-2014-107916,16/01/2019,21/01/2019,First Class,JP-15460,Jennifer Patt,Corporate,United States,Oceanside,New York,11572,East,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",12.672,3,4.4352,0.77
3135,CA-2017-164168,31/10/2019,04/11/2019,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,30.56,5,-45.84,5.89
3136,CA-2017-164168,23/08/2022,04/09/2022,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,77.952,3,-15.5904,2.84
3137,CA-2017-164168,21/07/2019,27/07/2019,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,67.992,1,8.499,5.34
3138,CA-2017-164168,03/02/2022,23/02/2022,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",12.224,2,4.4312,0.31
3139,CA-2017-164168,16/01/2023,24/01/2023,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,44.784,2,-0.5598,0.96
3140,CA-2017-164168,10/08/2020,28/08/2020,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",22.848,3,-17.7072,1.17
3141,CA-2015-112557,20/03/2020,02/04/2020,First Class,JL-15850,John Lucas,Consumer,United States,New York City,New York,10035,East,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",206.43,3,90.8292,8.05
3142,US-2014-122959,17/02/2022,20/02/2022,Same Day,CY-12745,Craig Yedwab,Corporate,United States,San Antonio,Texas,78207,Central,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,210.392,2,-336.6272,2.58
3143,CA-2017-162572,27/12/2019,09/01/2020,Second Class,RB-19360,Raymond Buch,Consumer,United States,Cincinnati,Ohio,45231,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,5,35.988,1.48
3144,CA-2017-162572,07/08/2020,21/08/2020,Second Class,RB-19360,Raymond Buch,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-AR-10001547,Office Supplies,Art,Newell 311,10.608,6,0.9282,0.03
3145,US-2016-148110,01/07/2022,05/07/2022,Standard Class,AR-10825,Anthony Rawles,Corporate,United States,Austin,Texas,78745,Central,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.802,7,-24.843,35.37
3146,CA-2017-131828,15/05/2021,28/05/2021,Second Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98105,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",963.136,4,108.3528,66.12
3147,CA-2017-131828,17/02/2020,27/02/2020,Second Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98105,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3,7.7679,1.41
3148,CA-2014-109218,02/06/2023,17/06/2023,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Los Angeles,California,90004,West,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",32.4,5,10.368,1.56
3149,CA-2016-120558,27/06/2021,18/07/2021,First Class,RD-19810,Ross DeVincentis,Home Office,United States,New York City,New York,10035,East,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,32.4,5,15.552,0.82
3150,US-2014-109036,13/07/2022,06/08/2022,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Seattle,Washington,98103,West,OFF-LA-10002043,Office Supplies,Labels,Avery 489,31.05,3,14.904,1.03
3151,CA-2015-147830,02/06/2021,26/06/2021,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,2025.36,6,607.608,20.65
3152,CA-2015-147830,27/08/2022,03/09/2022,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,1799.994,2,-2639.9912,183.77
3153,CA-2015-147830,14/05/2023,26/05/2023,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,101.988,2,-16.998,11.5
3154,CA-2015-147830,05/05/2019,30/05/2019,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",262.864,7,69.0018,0.97
3155,CA-2017-150497,11/11/2019,27/11/2019,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Maple Grove,Minnesota,55369,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,735.98,2,331.191,6.64
3156,CA-2014-128986,15/03/2019,29/03/2019,Second Class,GH-14410,Gary Hansen,Home Office,United States,Glendale,Arizona,85301,West,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,93.024,3,33.7212,4.69
3157,CA-2015-139584,09/12/2019,30/12/2019,Standard Class,EM-13810,Eleni McCrary,Corporate,United States,New York City,New York,10009,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,284.364,2,-75.8304,32.22
3158,CA-2015-139584,04/10/2021,26/10/2021,Standard Class,EM-13810,Eleni McCrary,Corporate,United States,New York City,New York,10009,East,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,26,2,11.7,0.05
3159,US-2016-162677,29/05/2021,07/06/2021,First Class,DB-13210,Dean Braden,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",67.64,5,5.9185,4.64
3160,US-2016-162677,26/10/2021,01/11/2021,First Class,DB-13210,Dean Braden,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,119.976,3,-17.9964,11.21
3161,US-2014-150924,02/10/2021,24/10/2021,Second Class,PT-19090,Pete Takahito,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,5.18,5,-8.029,0.69
3162,CA-2014-153969,23/12/2020,09/01/2021,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,15.56,2,7.3132,0.03
3163,CA-2014-153969,03/05/2025,11/05/2025,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,5,36.8245,2.49
3164,CA-2014-153969,22/05/2019,11/06/2019,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10001615,Office Supplies,Art,Newell 34,59.52,3,15.4752,3.28
3165,CA-2014-153969,20/05/2019,26/05/2019,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,38.52,9,17.334,0.73
3166,CA-2014-153969,28/04/2021,23/05/2021,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,239.984,2,23.9984,21.33
3167,CA-2014-153969,02/10/2024,18/10/2024,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",19.35,3,9.4815,0.74
3168,CA-2016-146682,24/11/2020,06/12/2020,First Class,KW-16435,Katrina Willman,Consumer,United States,Lansing,Michigan,48911,Central,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,67,5,32.16,1.17
3169,CA-2016-138695,08/06/2021,25/06/2021,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Tallahassee,Florida,32303,South,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,390.272,8,-24.392,7.86
3170,CA-2016-138695,16/05/2024,10/06/2024,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Tallahassee,Florida,32303,South,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),62.192,13,19.435,2.5
3171,CA-2017-107461,20/08/2020,07/09/2020,Second Class,PK-19075,Pete Kriz,Consumer,United States,Columbia,South Carolina,29203,South,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,23.88,6,11.2236,0.19
3172,US-2016-133879,20/12/2024,08/01/2025,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,3.168,2,-4.752,0.38
3173,US-2016-133879,08/03/2024,10/03/2024,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,60623,Central,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",528.43,5,0,39.48
3174,US-2016-133879,01/03/2025,20/03/2025,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,60623,Central,OFF-AR-10004956,Office Supplies,Art,Newell 33,13.392,3,1.5066,0.97
3175,CA-2017-157483,20/12/2021,27/12/2021,Standard Class,EP-13915,Emily Phan,Consumer,United States,Detroit,Michigan,48227,Central,OFF-AR-10004260,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,181.86,7,50.9208,4.03
3176,US-2017-132059,04/11/2021,10/11/2021,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Fort Collins,Colorado,80525,West,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",180.588,2,-240.784,30.11
3177,US-2017-132059,30/04/2025,06/05/2025,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Fort Collins,Colorado,80525,West,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,47.984,2,0.5998,3.98
