Transaction ID,Transaction Date,Release Date,CustomerID,CustFirstName,CustLastName,CivilStatus,Gender,CustBirthday,CustSegment,VehicleID,Color,Manufacturer,Model,ModelYear,Type,TransmissionType,FuelType,SRP,EmployeeID,EmpFirstName,EmpLastName,EmpDesignation,BranchID,DiscountProvided,MiscellaneousFees,PaymentMethod,PlateNumber
TXN-LG-5166-148,28/08/2023,04/09/2023,CUST06514,Lyn,Garcia,Married,Female,25113,Personal,VEH089GRNCVT-GAS,Green,Chery,Tiggo 2 Pro,2026,SUV,CVT,Gas,1170000,EMP0148,Roxanne,Santos,Senior,BR033,201000,67000,Bank Financing,PWB 0930
TXN-PM-5448-146,05/06/2024,09/06/2024,CUST01363,Paulo,Martinez,Married,Male,25762,Personal,VEH062REDMT-DSL,Red,Hyundai,Accent,2026,Sedan,Manual,Diesel,1170000,EMP0146,Lester,De Leon,Mid-Level,BR033,0,22500,Bank Financing,VLO 7976
TXN-EN-5654-003,28/12/2024,31/12/2024,CUST08389,Elaine,Navarro,Widowed,Female,26077,Business,VEH094PRLAT-HYB,Pearl White,Chery,Tiggo 8 Pro,2022,SUV,Automatic,Hybrid,2150000,EMP0003,Vincent,Mendoza,Junior,BR001,0,21000,In-house Financing,RJO 0699
TXN-JN-3880-052,19/02/2020,27/02/2020,CUST01206,Joseph,Navarro,Single,Male,36359,Personal,VEH069GRNAT-GAS,Green,Mitsubishi,Xpander,2024,MPV,Automatic,Gas,1350000,EMP0052,Nathan,Aquino,Junior,BR012,11000,43500,Bank Financing,DRY 4664
TXN-CC-5691-134,03/02/2025,12/02/2025,CUST02072,Caryl,Cruz,Married,Female,39175,Personal,VEH050BRNAT-GAS,Brown,Kia,Soluto,2022,Sedan,Automatic,Gas,1010000,EMP0134,Cedric,Co,Junior,BR030,126000,33000,Cash,DKT 5981
TXN-JB-5943-050,13/10/2025,21/10/2025,CUST03107,Jasmine,Bernardo,Single,Female,35773,Personal,VEH026GRYMT-GAS,Gray,Volkswagen,Santana,2020,Sedan,Manual,Gas,650000,EMP0050,Patricia,Aquino,Manager,BR012,0,35500,Bank Financing,LGN 3654
TXN-KS-5066-062,20/05/2023,24/05/2023,CUST01110,Karen,Santiago,Married,Female,27330,Personal,VEH066BLKAT-GAS,Black,Peugeot,3008,2020,SUV,Automatic,Gas,2110000,EMP0062,Miguel,Santos,Junior,BR014,4000,44500,Bank Financing,EIU 5864
TXN-NF-5529-040,25/08/2024,29/08/2024,CUST05258,Nikko,Flores,Married,Male,31381,Personal,VEH064WHTMT-DSL,White,Nissan,Urvan,2020,Van,Manual,Diesel,1550000,EMP0040,Hazel,Manalo,Mid-Level,BR009,31000,49000,Cash,PTG 6298
TXN-AM-4343-119,27/05/2021,02/06/2021,CUST08312,Adrian,Mercado,Single,Male,39506,Personal,VEH100WHTCVT-GAS,White,Honda,Civic,2022,Sedan,CVT,Gas,1730000,EMP0119,Jasmine,Castillo,Junior,BR027,113000,72000,Bank Financing,ZFL 0705
TXN-PD-4624-126,04/03/2022,09/03/2022,CUST06368,Patrick,Dela Cruz,Single,Male,33658,Personal,VEH003REDCVT-GAS,Red,Toyota,Avanza,2023,MPV,CVT,Gas,1280000,EMP0126,Jay,Flores,Junior,BR028,66500,22500,Bank Financing,YBX 5607
TXN-GS-5573-044,08/10/2024,16/10/2024,CUST06502,Gleecy,Salazar,Married,Female,35332,Business,VEH040REDAT-GAS,Red,Suzuki,XL7,2026,MPV,Automatic,Gas,1370000,EMP0044,Jay,Estrada,Junior,BR010,32000,38500,Cash,IHN 0636
TXN-RY-3870-174,09/02/2020,15/02/2020,CUST05882,Rafael,Yu,Married,Male,35008,Personal,VEH094ORGAT-GAS,Orange,Chery,Tiggo 8 Pro,2022,SUV,Automatic,Gas,1760000,EMP0174,Harold,Salazar,Mid-Level,BR039,47500,40500,Bank Financing,BZV 2460
TXN-MV-3940-174,19/04/2020,28/04/2020,CUST03579,Michael,Valdez,Married,Male,36629,Personal,VEH024SLVCVT-GAS,Silver,Geely,Emgrand,2020,Sedan,CVT,Gas,840000,EMP0174,Harold,Salazar,Mid-Level,BR039,177500,16500,Cash,JYM 4135
TXN-AL-5097-047,20/06/2023,27/06/2023,CUST05923,Aileen,Lim,Divorced,Female,32144,Personal,VEH030BRZAT-GAS,Bronze,MG,ZS,2022,SUV,Automatic,Gas,1170000,EMP0047,Kristine,Villanueva,Junior,BR011,0,20500,Bank Financing,NDZ 6955
TXN-AI-5770-016,23/04/2025,28/04/2025,CUST07729,Anne,Intal,Married,Female,28655,Personal,VEH029BLUAT-HYB,Blue,Suzuki,Ertiga,2026,MPV,Automatic,Hybrid,1630000,EMP0016,Leslie,Navarro,Mid-Level,BR004,0,20000,Cash,ELS 9723
TXN-EV-5343-149,21/02/2024,28/02/2024,CUST00369,Eric,Valdez,Married,Male,30436,Personal,VEH039GRYMT-DSL,Gray,Toyota,Hilux,2022,Pick-Up,Manual,Diesel,1430000,EMP0149,Irene,Yap,Manager,BR034,54500,74000,Bank Financing,GRL 7467
TXN-JC-4000-058,18/06/2020,21/06/2020,CUST05792,Janelle,Cruz,Married,Female,24778,Personal,VEH035BRZCVT-GAS,Bronze,Honda,BR-V,2024,SUV,CVT,Gas,1310000,EMP0058,Nico,Del Rosario,Mid-Level,BR013,58500,58000,Bank Financing,AJC 5667
TXN-CL-4688-164,07/05/2022,17/05/2022,CUST00211,Camille,Luna,Married,Female,29228,Personal,VEH043BGEAT-GAS,Beige,Mazda,CX-5,2026,SUV,Automatic,Gas,2170000,EMP0164,Ramon,Marquez,Mid-Level,BR037,11500,21000,Company Purchase,DGA 7509
TXN-AV-5379-102,28/03/2024,02/04/2024,CUST05422,Aaron,Velasco,Married,Male,28607,Personal,VEH041GRYAT-GAS,Gray,Chevrolet,Tracker,2026,SUV,Automatic,Gas,1510000,EMP0102,Grace,Estrada,Mid-Level,BR023,8000,75000,Company Purchase,TDY 0687
TXN-PT-5325-160,03/02/2024,13/02/2024,CUST07721,Princess,Tan,Single,Female,39441,Personal,VEH053ORGAT-DSL,Orange,Nissan,Navara,2021,Pick-Up,Automatic,Diesel,1600000,EMP0160,Angela,Ramos,Mid-Level,BR036,69500,65500,Bank Financing,WGH 2934
TXN-AC-5536-165,01/09/2024,04/09/2024,CUST05428,Angela,Castillo,Married,Female,27571,Personal,VEH072BGEMT-DSL,Beige,Ford,Ranger,2020,Pick-Up,Manual,Diesel,1360000,EMP0165,Daniel,Lim,Junior,BR037,14000,53000,Bank Financing,RMH 5465
TXN-CS-5220-144,21/10/2023,24/10/2023,CUST00298,Clarisse,Santiago,Married,Female,32752,Personal,VEH064WHTMT-DSL,White,Nissan,Urvan,2020,Van,Manual,Diesel,1550000,EMP0144,Kristine,Gonzales,Senior,BR032,0,56500,Bank Financing,ZKT 7187
TXN-CJ-5767-094,20/04/2025,24/04/2025,CUST05315,Clarisse,Jacinto,Married,Female,24509,Personal,VEH085BLUAT-HYB,Blue,Ford,Territory,2022,SUV,Automatic,Hybrid,1760000,EMP0094,Kristine,Bernardo,Senior,BR021,3500,21500,Company Purchase,QQG 9798
TXN-JR-5804-006,27/05/2025,02/06/2025,CUST00766,Janelle,Rosales,Married,Female,17530,Personal,VEH026GRYMT-GAS,Gray,Volkswagen,Santana,2020,Sedan,Manual,Gas,650000,EMP0006,Janine,Flores,Mid-Level,BR002,13000,62500,Trade-in + Financing,UVI 6847
TXN-RC-4642-059,22/03/2022,26/03/2022,CUST04528,Rose,Chua,Single,Female,37084,Business,VEH002ORGAT-GAS,Orange,Mazda,CX-3,2023,SUV,Automatic,Gas,1600000,EMP0059,Clarisse,Ramos,Manager,BR014,0,73500,Company Purchase,AXJ 9857
TXN-RG-4229-016,02/02/2021,05/02/2021,CUST02151,Rose,Garcia,Married,Female,26211,Personal,VEH099GRYCVT-GAS,Gray,Honda,City,2022,Sedan,CVT,Gas,1110000,EMP0016,Leslie,Navarro,Mid-Level,BR004,0,55500,Bank Financing,SYT 6380
TXN-LJ-4027-103,15/07/2020,18/07/2020,CUST08126,Luis,Jacinto,Married,Male,25842,Personal,VEH026BGEAT-GAS,Beige,Volkswagen,Santana,2020,Sedan,Automatic,Gas,780000,EMP0103,Ryan,Morales,Junior,BR023,28500,73500,Cash,ELP 5033
TXN-JF-6097-021,16/03/2026,26/03/2026,CUST01438,Jerome,Francisco,Married,Male,28766,Business,VEH055BRNAT-GAS,Brown,Suzuki,Jimny,2024,SUV,Automatic,Gas,1400000,EMP0021,Monica,Abad,Senior,BR005,24000,28500,Bank Financing,XJN 4971
TXN-DL-4909-145,14/12/2022,23/12/2022,CUST03301,Daniel,Lim,Single,Male,38790,Personal,VEH003GRNMT-GAS,Green,Toyota,Avanza,2023,MPV,Manual,Gas,1200000,EMP0145,Martin,Sy,Manager,BR033,0,42000,In-house Financing,BXF 4606
TXN-TY-4739-158,27/06/2022,01/07/2022,CUST04601,Trisha,Yu,Married,Female,37547,Business,VEH047BLKCVT-GAS,Black,Mitsubishi,Mirage G4,2020,Sedan,CVT,Gas,880000,EMP0158,Michelle,Tan,Manager,BR036,0,80000,Cash,GVP 6585
TXN-RL-4327-072,11/05/2021,14/05/2021,CUST03610,Renz,Luna,Widowed,Male,19410,Personal,VEH099BRZCVT-GAS,Bronze,Honda,City,2022,Sedan,CVT,Gas,1110000,EMP0072,Regina,Valdez,Junior,BR016,55500,21500,Bank Financing,ONJ 8579
TXN-FG-4734-120,22/06/2022,26/06/2022,CUST03848,Fatima,Gonzales,Single,Female,36718,Personal,VEH059SLVAT-GAS,Silver,Volkswagen,T-Cross,2024,SUV,Automatic,Gas,1490000,EMP0120,Marco,Valdez,Senior,BR027,0,49000,Bank Financing,BXO 6442
TXN-DN-4592-168,31/01/2022,03/02/2022,CUST05123,Danica,Navarro,Married,Female,25007,Personal,VEH038BRZAT-DSL,Bronze,Toyota,Fortuner,2023,SUV,Automatic,Diesel,2440000,EMP0168,Joanna,De Leon,Junior,BR038,37500,51500,Bank Financing,WBK 9143
TXN-BG-4182-102,17/12/2020,27/12/2020,CUST05811,Bryan,Go,Single,Male,35873,Personal,VEH100SLVCVT-HYB,Silver,Honda,Civic,2022,Sedan,CVT,Hybrid,2020000,EMP0102,Grace,Estrada,Mid-Level,BR023,11500,74000,Bank Financing,YTG 5926
TXN-LD-4148-170,13/11/2020,17/11/2020,CUST05962,Lyn,Dela Cruz,Married,Female,27402,Personal,VEH083REDMT-DSL,Red,Hyundai,H-100,2023,Utility,Manual,Diesel,1260000,EMP0170,Jasmine,Estrada,Mid-Level,BR038,40500,71500,Bank Financing,FRI 6704
TXN-AC-4085-066,11/09/2020,21/09/2020,CUST03450,Angelo,Cruz,Married,Male,24301,Business,VEH028BGEAT-HYB,Beige,GAC,M8,2021,Van,Automatic,Hybrid,3040000,EMP0066,Miguel,Gonzales,Senior,BR015,0,79000,Bank Financing,UVM 3868
TXN-JR-4216-171,20/01/2021,23/01/2021,CUST08759,Joy,Resuello,Divorced,Female,18406,Personal,VEH053BLKAT-DSL,Black,Nissan,Navara,2021,Pick-Up,Automatic,Diesel,1600000,EMP0171,Angela,Dela Cruz,Senior,BR038,38000,81500,Cash,ESN 2215
TXN-DR-5221-051,22/10/2023,28/10/2023,CUST03674,Danica,Resuello,Married,Female,24559,Personal,VEH021WHTAT-GAS,White,GAC,GN6,2020,MPV,Automatic,Gas,1190000,EMP0051,Julius,Pineda,Junior,BR012,0,39500,In-house Financing,IEG 6782
TXN-MP-4735-072,23/06/2022,29/06/2022,CUST02097,Mikaela,Perez,Single,Female,28119,Personal,VEH049GRYCVT-HYB,Gray,Subaru,Forester,2024,SUV,CVT,Hybrid,2580000,EMP0072,Regina,Valdez,Junior,BR016,10000,33500,Bank Financing,HUI 0233
TXN-JU-4810-024,06/09/2022,16/09/2022,CUST00671,Joseph,Uy,Married,Male,24371,Business,VEH100PRLCVT-HYB,Pearl White,Honda,Civic,2022,Sedan,CVT,Hybrid,2020000,EMP0024,Elaine,Tan,Junior,BR006,22000,20000,Bank Financing,FZG 9324
TXN-RM-5419-052,07/05/2024,16/05/2024,CUST01528,Rafael,Manalo,Single,Male,32814,Personal,VEH042ORGAT-DSL,Orange,Toyota,Hiace,2023,Van,Automatic,Diesel,1960000,EMP0052,Nathan,Aquino,Junior,BR012,75000,47500,Bank Financing,TAK 0711
TXN-JL-4324-101,08/05/2021,17/05/2021,CUST05975,Jeffrey,Luna,Single,Male,36918,Personal,VEH062REDMT-DSL,Red,Hyundai,Accent,2026,Sedan,Manual,Diesel,1170000,EMP0101,Marco,Valdez,Senior,BR023,38500,18500,Bank Financing,SGA 2383
TXN-JP-3995-006,13/06/2020,19/06/2020,CUST00109,Juan,Pascual,Single,Male,39543,Personal,VEH024BRZCVT-GAS,Bronze,Geely,Emgrand,2020,Sedan,CVT,Gas,840000,EMP0006,Janine,Flores,Mid-Level,BR002,59000,71000,Bank Financing,PRX 2648
TXN-RF-6150-141,08/05/2026,12/05/2026,CUST00479,Renz,Fernandez,Single,Male,36629,Personal,VEH040BGEAT-GAS,Beige,Suzuki,XL7,2026,MPV,Automatic,Gas,1370000,EMP0141,Jerome,Velasco,Mid-Level,BR032,37000,19500,Bank Financing,GOS 9894
TXN-BO-6084-027,03/03/2026,12/03/2026,CUST07277,Bryan,Ong,Married,Male,29507,Personal,VEH029GRYAT-GAS,Gray,Suzuki,Ertiga,2026,MPV,Automatic,Gas,1280000,EMP0027,Lester,Aquino,Junior,BR006,14500,23000,Cash,CUA 6907
TXN-MD-4229-137,02/02/2021,06/02/2021,CUST04143,Mylene,Dela Cruz,Married,Female,33934,Business,VEH100WHTCVT-GAS,White,Honda,Civic,2022,Sedan,CVT,Gas,1730000,EMP0137,Angela,Padilla,Mid-Level,BR031,7000,42500,Bank Financing,PXX 3751
TXN-JB-3893-079,03/03/2020,06/03/2020,CUST06192,Janelle,Bernardo,Single,Female,34444,Personal,VEH081REDAT-DSL,Red,Isuzu,mu-X,2023,SUV,Automatic,Diesel,2080000,EMP0079,Camille,Mendoza,Junior,BR018,0,35500,Cash,WFM 1900
TXN-MR-4450-070,11/09/2021,15/09/2021,CUST04584,Michelle,Reyes,Single,Female,16898,Personal,VEH013GRYAT-ELEC,Gray,BYD,Atto 3,2022,SUV,Automatic,Electric,2190000,EMP0070,Miguel,Pascual,Junior,BR016,31000,73500,Bank Financing,QIT 5415
TXN-CV-4660-005,09/04/2022,17/04/2022,CUST01297,Carlos,Villanueva,Married,Male,25706,Business,VEH037BLUMT-GAS,Blue,Nissan,Almera,2025,Sedan,Manual,Gas,1040000,EMP0005,Andrea,Cruz,Manager,BR002,36500,18500,Bank Financing,XGS 3518
TXN-FC-4467-094,28/09/2021,04/10/2021,CUST04347,Fatima,Cruz,Single,Female,37381,Personal,VEH054BLUAT-DSL,Blue,Hyundai,Santa Fe,2024,SUV,Automatic,Diesel,2740000,EMP0094,Kristine,Bernardo,Senior,BR021,0,71000,Bank Financing,XZE 4442
TXN-AY-3982-113,31/05/2020,07/06/2020,CUST04467,Alvin,Yu,Married,Male,25984,Personal,VEH057BGEAT-GAS,Beige,Mazda,Mazda2,2026,Sedan,Automatic,Gas,1340000,EMP0113,Jasmin,Torres,Manager,BR026,38500,15500,Bank Financing,UBL 1654
TXN-CS-3926-003,05/04/2020,12/04/2020,CUST08400,Christine,Santos,Single,Female,17131,Personal,VEH052BRNAT-HYB,Brown,BYD,Tang,2026,SUV,Automatic,Hybrid,3690000,EMP0003,Vincent,Mendoza,Junior,BR001,0,33000,Bank Financing,STG 4014
TXN-JO-5761-056,14/04/2025,24/04/2025,CUST08893,Jerome,Ong,Married,Male,33395,Personal,VEH081REDAT-DSL,Red,Isuzu,mu-X,2023,SUV,Automatic,Diesel,2080000,EMP0056,Rachelle,Aguilar,Junior,BR013,39000,67000,Cash,VQJ 9953
TXN-MV-5113-101,06/07/2023,09/07/2023,CUST04301,Maria,Valdez,Married,Female,31473,Personal,VEH009PRLAT-DSL,Pearl White,Kia,Sorento,2022,SUV,Automatic,Diesel,2670000,EMP0101,Marco,Valdez,Senior,BR023,0,38000,Bank Financing,ZRH 8706
TXN-CR-4846-073,12/10/2022,15/10/2022,CUST00046,Caryl,Resuello,Widowed,Female,24622,Personal,VEH083PRLMT-DSL,Pearl White,Hyundai,H-100,2023,Utility,Manual,Diesel,1260000,EMP0073,Carlo,Enriquez,Manager,BR017,33000,72500,Cash,NSK 8114
TXN-KV-4278-058,23/03/2021,26/03/2021,CUST04670,Karen,Villanueva,Married,Female,34035,Personal,VEH034GRNAT-GAS,Green,Geely,Coolray,2021,SUV,Automatic,Gas,1140000,EMP0058,Nico,Del Rosario,Mid-Level,BR013,52500,22500,Company Purchase,PTP 4194
TXN-NA-3918-132,28/03/2020,02/04/2020,CUST00840,Nikko,Alcantara,Divorced,Male,24682,Personal,VEH098PRLAT-GAS,Pearl White,GAC,GN6,2025,MPV,Automatic,Gas,1400000,EMP0132,Erika,Marquez,Mid-Level,BR030,0,15000,In-house Financing,MTA 1316
TXN-AM-4107-089,03/10/2020,12/10/2020,CUST00537,Angelica,Martinez,Married,Female,30926,Personal,VEH044REDCVT-GAS,Red,Honda,HR-V,2023,SUV,CVT,Gas,1580000,EMP0089,Christian,Fernandez,Senior,BR020,95500,38000,Cash,XMX 7466
TXN-KM-5369-131,18/03/2024,24/03/2024,CUST05265,Kathleen,Morales,Married,Female,31810,Personal,VEH059BLKAT-GAS,Black,Volkswagen,T-Cross,2024,SUV,Automatic,Gas,1490000,EMP0131,Lourdes,Villarin,Manager,BR030,38500,70500,Bank Financing,VED 6672
TXN-JM-4791-044,18/08/2022,22/08/2022,CUST05722,Joshua,Martinez,Single,Male,18264,Personal,VEH084BRZMT-DSL,Bronze,Mazda,BT-50,2026,Pick-Up,Manual,Diesel,1720000,EMP0044,Jay,Estrada,Junior,BR010,13000,30000,Bank Financing,YUW 0814
TXN-JJ-5222-041,23/10/2023,27/10/2023,CUST06480,James,Jacinto,Married,Male,32214,Personal,VEH012ORGCVT-GAS,Orange,Chery,Tiggo 2 Pro,2023,SUV,CVT,Gas,1020000,EMP0041,Kristine,Navarro,Manager,BR010,96500,70500,Bank Financing,CRJ 9834
TXN-PV-6017-098,26/12/2025,04/01/2026,CUST04887,Princess,Valdez,Divorced,Female,23815,Personal,VEH076SLVMT-GAS,Silver,Toyota,Raize,2020,SUV,Manual,Gas,830000,EMP0098,Catherine,Velasco,Mid-Level,BR022,20000,83500,Bank Financing,HPA 0975
TXN-IM-5972-067,11/11/2025,21/11/2025,CUST04351,Irene,Marquez,Single,Female,37470,Personal,VEH076SLVMT-GAS,Silver,Toyota,Raize,2020,SUV,Manual,Gas,830000,EMP0067,Michelle,De Leon,Mid-Level,BR015,33500,48500,Bank Financing,OFG 7397
TXN-JC-5954-033,24/10/2025,02/11/2025,CUST01161,Jayson,Chan,Single,Male,29348,Personal,VEH074BGEMT-DSL,Beige,Isuzu,Traviz,2020,Utility,Manual,Diesel,1060000,EMP0033,Aaron,Rivera,Senior,BR008,34000,64000,Bank Financing,XPR 7580
TXN-JC-4042-061,30/07/2020,06/08/2020,CUST07438,Jennifer,Castillo,Single,Female,33909,Personal,VEH095PRLAT-DSL,Pearl White,Nissan,Terra,2023,SUV,Automatic,Diesel,2100000,EMP0061,Rachelle,Lacson,Senior,BR014,14500,22000,Bank Financing,YNW 0164
TXN-AM-5761-038,14/04/2025,22/04/2025,CUST05488,Angelo,Marquez,Married,Male,31257,Personal,VEH012BRZCVT-GAS,Bronze,Chery,Tiggo 2 Pro,2023,SUV,CVT,Gas,1020000,EMP0038,Francis,Chua,Junior,BR009,17500,16000,In-house Financing,VNW 4787
TXN-JM-4877-154,12/11/2022,17/11/2022,CUST04185,Janine,Martinez,Divorced,Female,33431,Personal,VEH037BRZCVT-GAS,Bronze,Nissan,Almera,2025,Sedan,CVT,Gas,1140000,EMP0154,Ronald,Estrella,Manager,BR035,35000,76500,Bank Financing,KHP 9945
TXN-AO-5600-115,04/11/2024,11/11/2024,CUST04297,Abigail,Ong,Single,Female,38163,Personal,VEH078BRNAT-DSL,Brown,Hyundai,Tucson,2025,SUV,Automatic,Diesel,1980000,EMP0115,Phoebe,Torres,Junior,BR026,21500,25500,Cash,IBH 8684
TXN-JC-4515-159,15/11/2021,21/11/2021,CUST08877,Jayson,Cabrera,Single,Male,28087,Personal,VEH065BLUMT-DSL,Blue,Foton,Transvan,2025,Van,Manual,Diesel,1480000,EMP0159,Daniel,Co,Senior,BR036,74000,74500,Bank Financing,HNW 7920
TXN-RA-6160-048,18/05/2026,26/05/2026,CUST05379,Regina,Aguilar,Married,Female,26212,Personal,VEH033REDAT-DSL,Red,Ford,Everest,2022,SUV,Automatic,Diesel,2230000,EMP0048,Grace,Cabrera,Mid-Level,BR011,23000,15500,Bank Financing,IZZ 5285
TXN-CD-5477-119,04/07/2024,12/07/2024,CUST04827,Catherine,De Leon,Married,Female,36473,Personal,VEH044SLVCVT-GAS,Silver,Honda,HR-V,2023,SUV,CVT,Gas,1580000,EMP0119,Jasmine,Castillo,Junior,BR027,119000,52500,Bank Financing,UJD 8948
TXN-MC-5595-062,30/10/2024,05/11/2024,CUST00463,Mary,Cortez,Married,Female,26509,Personal,VEH047BRZMT-GAS,Bronze,Mitsubishi,Mirage G4,2020,Sedan,Manual,Gas,750000,EMP0062,Miguel,Santos,Junior,BR014,0,76000,Bank Financing,NWZ 1074
TXN-DT-6062-069,09/02/2026,12/02/2026,CUST01105,Dianne,Torres,Single,Female,33970,Personal,VEH092GRNAT-GAS,Green,MG,HS,2023,SUV,Automatic,Gas,1560000,EMP0069,Gabriel,Chua,Senior,BR016,4500,79500,Bank Financing,HLW 4871
TXN-RM-4818-012,14/09/2022,17/09/2022,CUST08000,Regina,Mercado,Single,Female,30761,Personal,VEH082BGEAT-GAS,Beige,Mazda,Mazda3,2020,Sedan,Automatic,Gas,1490000,EMP0012,Francis,Morales,Senior,BR003,38500,39500,Bank Financing,IWJ 8342
TXN-EC-6130-152,18/04/2026,24/04/2026,CUST02708,Elaine,Cortez,Married,Female,28886,Personal,VEH018PRLAT-DSL,Pearl White,Nissan,Terra,2025,SUV,Automatic,Diesel,2180000,EMP0152,Anthony,Tolentino,Senior,BR034,79000,19000,Bank Financing,IBE 6735
TXN-DD-5819-172,11/06/2025,15/06/2025,CUST05082,Dennis,De Leon,Single,Male,33946,Business,VEH071BLKMT-DSL,Black,Mitsubishi,Strada,2021,Pick-Up,Manual,Diesel,1320000,EMP0172,Julius,Mendoza,Manager,BR039,108500,84000,Trade-in + Financing,ZVZ 4012
TXN-LS-5520-174,16/08/2024,23/08/2024,CUST03435,Lyn,Sy,Single,Female,28299,Personal,VEH057BRNAT-GAS,Brown,Mazda,Mazda2,2026,Sedan,Automatic,Gas,1340000,EMP0174,Harold,Salazar,Mid-Level,BR039,0,37000,In-house Financing,YNZ 1484
TXN-PT-3865-147,04/02/2020,13/02/2020,CUST07721,Princess,Tan,Single,Female,39441,Personal,VEH045BRZAT-GAS,Bronze,GAC,GS3 Emzoom,2026,SUV,Automatic,Gas,1420000,EMP0147,Julius,Marquez,Junior,BR033,79500,39500,Bank Financing,ZSD 5942
TXN-JS-4663-172,12/04/2022,15/04/2022,CUST08798,Janine,Soriano,Married,Female,29844,Personal,VEH079REDAT-GAS,Red,Mazda,CX-3,2020,SUV,Automatic,Gas,1400000,EMP0172,Julius,Mendoza,Manager,BR039,19500,39000,Bank Financing,JWT 9743
TXN-JL-5971-097,10/11/2025,20/11/2025,CUST00599,Jerome,Lopez,Married,Male,33621,Personal,VEH056BLUMT-GAS,Blue,Suzuki,Dzire,2025,Sedan,Manual,Gas,840000,EMP0097,Bryan,Tan,Mid-Level,BR022,111000,80500,Cash,NSM 0147
TXN-JD-4801-161,28/08/2022,06/09/2022,CUST05115,John,De Leon,Married,Male,32073,Personal,VEH080BLKCVT-GAS,Black,Toyota,Avanza,2023,MPV,CVT,Gas,1180000,EMP0161,Erika,Lim,Junior,BR036,33000,18000,Cash,SDI 2467
TXN-SM-5487-180,14/07/2024,19/07/2024,CUST04804,Samantha,Mendoza,Widowed,Female,27375,Personal,VEH094ORGAT-HYB,Orange,Chery,Tiggo 8 Pro,2022,SUV,Automatic,Hybrid,2150000,EMP0180,Ethan,Soriano,Junior,BR040,57000,20000,Bank Financing,OWB 7472
TXN-CV-4236-012,09/02/2021,14/02/2021,CUST00167,Catherine,Villanueva,Single,Female,35985,Personal,VEH057BRNAT-GAS,Brown,Mazda,Mazda2,2026,Sedan,Automatic,Gas,1340000,EMP0012,Francis,Morales,Senior,BR003,17000,65000,Bank Financing,XTL 7276
TXN-KB-4178-046,13/12/2020,19/12/2020,CUST05772,Kevin,Bernardo,Married,Male,31819,Personal,VEH009PRLAT-DSL,Pearl White,Kia,Sorento,2022,SUV,Automatic,Diesel,2670000,EMP0046,Jerome,Bautista,Manager,BR011,75000,58500,Bank Financing,AWX 2695
TXN-MU-4054-017,11/08/2020,14/08/2020,CUST00521,Mae,Uy,Married,Female,30330,Business,VEH028WHTAT-GAS,White,GAC,M8,2021,Van,Automatic,Gas,2700000,EMP0017,Grace,Ramos,Senior,BR004,22000,51000,Bank Financing,PFC 9082
TXN-GD-5766-083,19/04/2025,29/04/2025,CUST06160,Gleecy,Domingo,Single,Female,36070,Personal,VEH061ORGAT-GAS,Orange,Kia,Seltos,2021,SUV,Automatic,Gas,1380000,EMP0083,Regina,Abad,Senior,BR019,36500,27000,Bank Financing,LQI 8705
TXN-AM-3907-070,17/03/2020,24/03/2020,CUST04591,Angela,Mendoza,Married,Female,26389,Business,VEH079PRLAT-GAS,Pearl White,Mazda,CX-3,2020,SUV,Automatic,Gas,1400000,EMP0070,Miguel,Pascual,Junior,BR016,12000,75000,Bank Financing,DRM 5499
TXN-MR-5074-051,28/05/2023,31/05/2023,CUST05791,Mae,Rosales,Married,Female,35184,Personal,VEH041GRYAT-GAS,Gray,Chevrolet,Tracker,2026,SUV,Automatic,Gas,1510000,EMP0051,Julius,Pineda,Junior,BR012,53500,54000,Bank Financing,OZA 3826
TXN-AY-5232-068,02/11/2023,12/11/2023,CUST08421,Abigail,Yu,Single,Female,24202,Personal,VEH092GRNAT-HYB,Green,MG,HS,2023,SUV,Automatic,Hybrid,1860000,EMP0068,Joanna,Castillo,Manager,BR016,0,54500,Bank Financing,QYR 1881
TXN-ND-5133-162,26/07/2023,29/07/2023,CUST02688,Nicole,Del Rosario,Married,Female,24294,Personal,VEH063REDAT-GAS,Red,Peugeot,5008,2024,SUV,Automatic,Gas,2570000,EMP0162,Emmanuel,Lim,Mid-Level,BR036,115500,80500,Bank Financing,WPS 0832
TXN-KV-4006-093,24/06/2020,29/06/2020,CUST07760,Kevin,Valdez,Single,Male,32642,Personal,VEH024BRZCVT-GAS,Bronze,Geely,Emgrand,2020,Sedan,CVT,Gas,840000,EMP0093,Cedric,Villanueva,Mid-Level,BR021,0,33000,In-house Financing,MAS 5308
TXN-AS-3893-038,03/03/2020,13/03/2020,CUST04682,Adrian,Sy,Married,Male,24735,Personal,VEH072GRYMT-DSL,Gray,Ford,Ranger,2020,Pick-Up,Manual,Diesel,1360000,EMP0038,Francis,Chua,Junior,BR009,3500,52500,Cash,UGQ 7021
TXN-AC-4719-174,07/06/2022,15/06/2022,CUST05794,Alvin,Co,Single,Male,23054,Personal,VEH076WHTCVT-GAS,White,Toyota,Raize,2020,SUV,CVT,Gas,1080000,EMP0174,Harold,Salazar,Mid-Level,BR039,20000,36500,Bank Financing,BAY 4908
